Customer ID,Recency,Frequency,Monetary,Cluster,CustomerSegment
13312.0,87,5,124.75,0,Low Value
13313.0,115,109,1890.0,0,High Value
13315.0,325,22,310.26,1,Medium Value
13316.0,28,87,7207.89,0,High Value
13317.0,21,220,4212.411,0,High Value
13319.0,1,479,11236.95,0,High Value
13320.0,70,44,679.4,0,Medium Value
13324.0,64,57,3391.52,0,High Value
13326.0,68,13,281.76,0,Low Value
13327.0,1,234,6251.71,0,High Value
13329.0,2,108,4323.97,0,High Value
13330.0,91,64,1655.17,0,High Value
13331.0,37,12,262.4,0,Low Value
13333.0,47,55,1015.74,0,High Value
13334.0,172,209,2699.48,1,High Value
13337.0,182,87,1575.26,1,High Value
13338.0,177,109,1958.6,1,High Value
13340.0,53,81,11364.08,0,High Value
13346.0,98,6,299.4,0,Low Value
13357.0,130,305,3196.11,0,High Value
13359.0,39,33,603.75,0,Medium Value
13360.0,67,66,1553.65,0,High Value
13361.0,108,34,1450.5,0,High Value
13362.0,14,132,2303.33,0,High Value
13363.0,45,42,731.36,0,Medium Value
13367.0,67,20,510.20000000000005,0,Medium Value
13368.0,50,23,498.1,0,Medium Value
13369.0,1,14,308.28000000000003,0,Medium Value
13370.0,7,39,754.87,0,Medium Value
13371.0,141,92,2297.66,0,High Value
13373.0,51,200,4274.94,0,High Value
13374.0,50,17,422.8,0,Medium Value
13375.0,80,34,1013.58,0,High Value
13377.0,32,78,1552.88,0,High Value
13380.0,68,3,62.4,0,Low Value
13381.0,15,184,4585.06,0,High Value
13382.0,64,71,1164.59,0,High Value
13383.0,179,1,305.28000000000003,1,Medium Value
13384.0,26,112,2528.9,0,High Value
13386.0,50,31,835.46,0,Medium Value
13387.0,53,71,186.94,0,Low Value
13388.0,239,34,508.55,1,Medium Value
13392.0,313,8,91.14,1,Low Value
13393.0,219,69,1131.45,1,High Value
13394.0,15,254,4101.68,0,High Value
13395.0,36,60,872.51,0,Medium Value
13397.0,73,51,1647.74,0,High Value
13398.0,84,13,213.0,0,Low Value
13399.0,100,15,275.4,0,Low Value
13400.0,218,23,310.83,1,Medium Value
13402.0,8,57,913.9000000000001,0,Medium Value
13403.0,23,6,154.5,0,Low Value
13405.0,117,16,641.36,0,Medium Value
13406.0,63,9,568.92,0,Medium Value
13407.0,214,85,2244.7,1,High Value
13408.0,7,362,23616.422,0,High Value
13410.0,29,22,1198.9,0,High Value
13412.0,256,34,487.34999999999997,1,Medium Value
13413.0,275,43,429.44,1,Medium Value
13414.0,99,31,1103.64,0,High Value
13415.0,108,101,784.17,0,Medium Value
13416.0,372,7,228.3,1,Low Value
13417.0,183,49,1028.66,1,High Value
13418.0,8,256,6055.47,0,High Value
13421.0,42,163,2225.04,0,High Value
13423.0,64,12,217.03,0,Low Value
13424.0,85,40,572.77,0,Medium Value
13425.0,144,99,1766.22,0,High Value
13426.0,18,186,4526.06,0,High Value
13427.0,113,23,423.93,0,Medium Value
13428.0,150,67,276.76,1,Low Value
13431.0,42,83,2047.14,0,High Value
13432.0,207,111,439.1,1,Medium Value
13433.0,137,24,658.3199999999999,0,Medium Value
13434.0,21,25,1132.6200000000001,0,High Value
13435.0,12,48,637.44,0,Medium Value
13438.0,183,1,46.5,1,Low Value
13439.0,24,113,702.9,0,Medium Value
13440.0,59,59,1295.25,0,High Value
13441.0,67,25,424.26,0,Medium Value
13442.0,303,38,419.87,1,Medium Value
13443.0,84,200,1273.16,0,High Value
13444.0,10,57,619.08,0,Medium Value
13445.0,262,7,241.89999999999998,1,Low Value
13446.0,66,192,3881.89,0,High Value
13448.0,9,357,5655.2,0,High Value
13450.0,10,76,2076.32,0,High Value
13451.0,17,589,4191.8,0,High Value
13452.0,108,1,139.8,0,Low Value
13453.0,38,23,424.71,0,Medium Value
13454.0,277,23,219.87,1,Low Value
13455.0,2,98,1847.59,0,High Value
13457.0,324,9,148.22,1,Low Value
13458.0,15,103,2312.7,0,High Value
13459.0,260,73,1160.4099999999999,1,High Value
13461.0,43,35,2715.0,0,High Value
13462.0,46,62,1002.35,0,High Value
13464.0,30,110,2422.96,0,High Value
13465.0,82,34,931.12,0,Medium Value
13466.0,44,38,705.45,0,Medium Value
13468.0,4,425,7670.54,0,High Value
13469.0,289,6,82.4,1,Low Value
13472.0,99,28,592.24,0,Medium Value
13473.0,210,49,2235.12,1,High Value
13474.0,79,64,419.75,0,Medium Value
13476.0,42,48,823.0,0,Medium Value
13477.0,91,78,1364.59,0,High Value
13478.0,105,125,2215.78,0,High Value
13479.0,88,38,550.42,0,Medium Value
13480.0,52,41,627.82,0,Medium Value
13481.0,10,115,2026.28,0,High Value
13482.0,263,9,151.45,1,Low Value
13484.0,19,31,476.92,0,Medium Value
13485.0,12,135,2564.98,0,High Value
13487.0,141,15,271.47,1,Low Value
13488.0,3,302,6619.57,0,High Value
13490.0,290,8,154.25,1,Low Value
13491.0,8,182,3350.7400000000002,0,High Value
13495.0,4,99,3329.39,0,High Value
13497.0,4,48,972.28,0,Medium Value
13498.0,366,17,327.38,1,Medium Value
13500.0,37,20,299.53,0,Low Value
13501.0,122,62,1544.79,0,High Value
13502.0,51,15,488.5,0,Medium Value
13503.0,115,172,1642.39,0,High Value
13506.0,5,72,1180.68,0,High Value
13508.0,278,16,176.07999999999998,1,Low Value
13509.0,143,5,135.0,1,Low Value
13510.0,11,174,2766.73,0,High Value
13511.0,312,5,282.76,1,Low Value
13512.0,23,24,462.18,0,Medium Value
13513.0,77,30,619.49,0,Medium Value
13514.0,64,17,663.7,0,Medium Value
13515.0,85,17,374.7,0,Medium Value
13516.0,53,17,295.85,0,Low Value
13519.0,78,11,220.46,0,Low Value
13520.0,7,112,3285.05,0,High Value
13523.0,2,59,1136.64,0,High Value
13526.0,374,44,1182.0,1,High Value
13527.0,54,226,2298.93,0,High Value
13530.0,270,18,402.97999999999996,1,Medium Value
13531.0,2,68,1254.72,0,High Value
13534.0,15,96,1850.82,0,High Value
13535.0,38,1,89.5,0,Low Value
13537.0,61,42,717.85,0,Medium Value
13538.0,32,117,1822.28,0,High Value
13539.0,56,49,938.02,0,Medium Value
13540.0,103,32,632.39,0,Medium Value
13541.0,63,10,785.25,0,Medium Value
13542.0,12,331,3959.4900000000002,0,High Value
13543.0,270,47,1439.6100000000001,1,High Value
13544.0,47,160,514.14,0,Medium Value
13545.0,26,54,364.93,0,Medium Value
13546.0,18,55,465.15,0,Medium Value
13547.0,44,44,167.08,0,Low Value
13548.0,107,61,223.28,0,Low Value
13549.0,23,8,87.6,0,Low Value
13550.0,19,42,342.55,0,Medium Value
13551.0,302,1,152.39999999999998,1,Low Value
13552.0,64,98,3208.85,0,High Value
13553.0,310,89,499.6,1,Medium Value
13554.0,16,196,1629.35,0,High Value
13555.0,14,262,4792.96,0,High Value
13556.0,65,9,200.82,0,Low Value
13557.0,51,146,2448.2,0,High Value
13559.0,148,2,990.0,1,Medium Value
13561.0,33,215,1661.54,0,High Value
13562.0,37,114,3038.85,0,High Value
13564.0,4,1159,15310.35,0,High Value
13565.0,47,22,174.57999999999998,0,Low Value
13566.0,70,197,831.76,0,Medium Value
13567.0,64,201,1079.29,0,High Value
13569.0,3,123,497.74,0,Medium Value
13571.0,18,333,2448.32,0,High Value
13573.0,15,62,614.27,0,Medium Value
13574.0,47,91,404.45,0,Medium Value
13576.0,9,153,4834.400000000001,0,High Value
13577.0,18,85,1801.68,0,High Value
13578.0,45,9,147.66,0,Low Value
13579.0,5,67,1072.0,0,High Value
13580.0,42,5,107.75,0,Low Value
13581.0,50,23,162.53,0,Low Value
13582.0,25,11,241.68,0,Low Value
13583.0,315,43,664.001,1,Medium Value
13584.0,134,56,243.3,0,Low Value
13585.0,166,39,684.54,1,Medium Value
13586.0,177,20,127.28,1,Low Value
13587.0,85,22,961.1,0,Medium Value
13589.0,85,31,741.09,0,Medium Value
13590.0,11,319,4354.12,0,High Value
13591.0,71,43,976.8100000000001,0,Medium Value
13593.0,23,281,3481.41,0,High Value
13594.0,121,7,136.35000000000002,0,Low Value
13595.0,152,143,784.48,1,Medium Value
13597.0,36,17,396.71,0,Medium Value
13598.0,131,57,601.92,0,Medium Value
13599.0,2,163,5013.96,0,High Value
13600.0,270,22,298.9,1,Low Value
13601.0,28,86,466.67,0,Medium Value
13602.0,17,35,596.28,0,Medium Value
13604.0,294,21,717.62,1,Medium Value
13605.0,23,53,522.67,0,Medium Value
13607.0,38,24,400.3,0,Medium Value
13608.0,176,34,232.05,1,Low Value
13609.0,229,7,167.35,1,Low Value
13610.0,23,184,1021.38,0,High Value
13611.0,10,154,2143.53,0,High Value
13612.0,268,50,818.29,1,Medium Value
13613.0,88,59,1039.8500000000001,0,High Value
13614.0,29,69,747.28,0,Medium Value
13615.0,35,344,5854.84,0,High Value
13616.0,204,35,283.85,1,Low Value
13617.0,44,63,734.57,0,Medium Value
13619.0,180,45,224.94,1,Low Value
13620.0,164,5,112.34,1,Low Value
13622.0,332,32,658.95,1,Medium Value
13623.0,16,206,1805.32,0,High Value
13624.0,24,22,462.08,0,Medium Value
13625.0,232,21,301.26,1,Medium Value
13626.0,15,25,449.81,0,Medium Value
13627.0,124,37,607.43,0,Medium Value
13628.0,312,16,310.14,1,Medium Value
13629.0,49,28,5578.5,0,High Value
13632.0,30,75,1526.88,0,High Value
13634.0,10,260,3486.41,0,High Value
13635.0,78,100,1928.1299999999999,0,High Value
13639.0,72,19,312.93,0,Medium Value
13640.0,247,4,405.0,1,Medium Value
13641.0,276,44,1016.47,1,High Value
13642.0,68,48,159.92,0,Low Value
13643.0,18,74,1637.33,0,High Value
13646.0,35,58,326.25,0,Medium Value
13647.0,130,61,1393.56,0,High Value
13648.0,36,106,1764.02,0,High Value
13649.0,2,100,1304.88,0,High Value
13650.0,10,76,1451.66,0,High Value
13651.0,17,8,132.65,0,Low Value
13652.0,4,96,1475.77,0,High Value
13653.0,123,9,152.2,0,Low Value
13654.0,16,163,3600.67,0,High Value
13655.0,10,63,1347.54,0,High Value
13656.0,135,38,699.2,0,Medium Value
13658.0,19,129,3386.33,0,High Value
13659.0,52,171,3321.68,0,High Value
13660.0,36,40,306.64,0,Medium Value
13661.0,239,17,325.24,1,Medium Value
13662.0,21,84,1352.35,0,High Value
13663.0,16,86,1858.04,0,High Value
13665.0,22,106,1711.6599999999999,0,High Value
13666.0,56,7,43.25,0,Low Value
13668.0,19,293,6638.650000000001,0,High Value
13669.0,43,5,195.0,0,Low Value
13671.0,30,64,172.6,0,Low Value
13672.0,366,12,233.53000000000003,1,Low Value
13674.0,68,14,240.68,0,Low Value
13676.0,175,13,243.9,1,Low Value
13677.0,40,106,551.24,0,Medium Value
13679.0,129,50,281.26,0,Low Value
13680.0,107,452,7700.55,0,High Value
13683.0,93,10,258.6,0,Low Value
13684.0,26,79,529.75,0,Medium Value
13686.0,16,26,337.04,0,Medium Value
13687.0,74,45,11880.84,0,High Value
13688.0,271,5,375.5,1,Medium Value
13689.0,80,3,349.5,0,Medium Value
13691.0,32,54,212.78,0,Low Value
13692.0,44,43,1626.08,0,High Value
13693.0,10,106,2011.82,0,High Value
13694.0,9,957,131443.19,2,High Value
13695.0,213,6,266.6,1,Low Value
13696.0,57,24,2020.4,0,High Value
13698.0,232,38,451.73,1,Medium Value
13699.0,186,23,455.57,1,Medium Value
13700.0,53,46,348.34,0,Medium Value
13701.0,82,9,161.0,0,Low Value
13702.0,81,5,135.18,0,Low Value
13703.0,51,36,326.06,0,Medium Value
13705.0,9,56,1323.47,0,High Value
13706.0,262,18,300.38,1,Medium Value
13707.0,65,107,2559.45,0,High Value
13709.0,82,72,1263.7,0,High Value
13710.0,59,7,329.04,0,Medium Value
13711.0,42,79,1540.2,0,High Value
13712.0,246,23,537.58,1,Medium Value
13713.0,44,80,740.76,0,Medium Value
13714.0,101,30,161.35,0,Low Value
13715.0,8,423,7348.3,0,High Value
13717.0,93,22,318.29,0,Medium Value
13719.0,29,188,1741.4,0,High Value
13721.0,31,14,217.39999999999998,0,Low Value
13722.0,56,104,3260.0,0,High Value
13723.0,28,52,994.23,0,Medium Value
13724.0,273,42,213.01,1,Low Value
13727.0,247,63,740.6700000000001,1,Medium Value
13728.0,23,101,1839.03,0,High Value
13729.0,71,39,724.73,0,Medium Value
13733.0,46,29,487.03000000000003,0,Medium Value
13734.0,144,27,6695.6900000000005,0,High Value
13735.0,12,452,6879.2300000000005,0,High Value
13736.0,61,364,2022.67,0,High Value
13738.0,32,89,434.78000000000003,0,Medium Value
13739.0,163,3,75.3,1,Low Value
13740.0,51,71,1232.02,0,High Value
13745.0,182,31,477.32,1,Medium Value
13746.0,49,9,176.69,0,Low Value
13747.0,9,5,169.79999999999998,0,Low Value
13748.0,9,31,1320.1,0,High Value
13750.0,16,51,1954.92,0,High Value
13752.0,163,19,404.45000000000005,1,Medium Value
13753.0,234,45,1353.31,1,High Value
13754.0,73,9,164.45000000000002,0,Low Value
13756.0,3,203,3999.2300000000005,0,High Value
13757.0,310,8,195.55,1,Low Value
13758.0,2,192,6226.43,0,High Value
13760.0,40,62,1076.85,0,High Value
13761.0,138,52,881.52,0,Medium Value
13762.0,229,28,2165.76,1,High Value
13763.0,53,35,3502.48,0,High Value
13764.0,205,163,1400.2,1,High Value
13765.0,289,17,352.821,1,Medium Value
13766.0,131,17,190.35,0,Low Value
13767.0,5,427,18320.170000000002,0,High Value
13768.0,362,33,875.97,1,Medium Value
13769.0,3,150,3003.9100000000003,0,High Value
13770.0,58,48,785.37,0,Medium Value
13771.0,169,97,3094.37,1,High Value
13772.0,36,394,1977.39,0,High Value
13773.0,32,19,301.54,0,Medium Value
13775.0,226,63,1049.66,1,High Value
13776.0,64,2,623.98,0,Medium Value
13777.0,2,194,30501.260000000002,0,High Value
13778.0,127,35,945.79,0,Medium Value
13779.0,151,27,161.13,1,Low Value
13780.0,43,41,372.06,0,Medium Value
13781.0,228,40,650.99,1,Medium Value
13782.0,89,125,877.22,0,Medium Value
13783.0,123,10,1542.09,0,High Value
13784.0,70,12,447.44,0,Medium Value
13785.0,64,30,542.49,0,Medium Value
13786.0,3,116,3127.99,0,High Value
13787.0,94,55,913.46,0,Medium Value
13788.0,141,1,3.75,1,Low Value
13789.0,24,18,239.45999999999998,0,Low Value
13792.0,58,10,188.4,0,Low Value
13793.0,282,7,96.0,1,Low Value
13794.0,182,9,126.03,1,Low Value
13795.0,24,29,836.3,0,Medium Value
13796.0,135,22,289.7,0,Low Value
13797.0,72,78,1179.45,0,High Value
13798.0,8,373,38683.02,0,High Value
13799.0,80,67,2114.71,0,High Value
13800.0,66,40,1121.24,0,High Value
13802.0,10,388,21659.69,0,High Value
13803.0,67,61,1061.84,0,High Value
13804.0,71,32,572.73,0,Medium Value
13807.0,3,25,422.2,0,Medium Value
13809.0,30,13,524.65,0,Medium Value
13813.0,163,74,1398.61,1,High Value
13814.0,163,22,678.2,1,Medium Value
13815.0,42,180,3448.38,0,High Value
13818.0,65,5,61.28,0,Low Value
13819.0,305,65,1502.0,1,High Value
13820.0,54,89,652.75,0,Medium Value
13821.0,29,145,993.44,0,Medium Value
13823.0,16,123,2445.79,0,High Value
13824.0,15,54,1615.82,0,High Value
13825.0,257,40,255.59,1,Low Value
13829.0,57,1,102.0,0,Low Value
13830.0,217,11,156.85000000000002,1,Low Value
13831.0,5,112,4795.09,0,High Value
13832.0,58,52,557.6899999999999,0,Medium Value
13833.0,40,16,316.56,0,Medium Value
13834.0,212,16,324.19,1,Medium Value
13835.0,155,16,260.7,1,Low Value
13836.0,35,31,620.37,0,Medium Value
13838.0,5,287,1245.91,0,High Value
13839.0,122,7,139.95000000000002,0,Low Value
13840.0,52,40,651.4,0,Medium Value
13842.0,2,149,2244.29,0,High Value
13843.0,17,18,319.75,0,Medium Value
13846.0,35,26,442.73,0,Medium Value
13847.0,355,19,310.72,1,Medium Value
13848.0,2,6,2080.0,0,High Value
13849.0,33,119,1931.35,0,High Value
13851.0,15,59,1955.0,0,High Value
13852.0,246,11,187.35000000000002,1,Low Value
13854.0,1,71,4144.44,0,High Value
13855.0,136,73,1310.3400000000001,0,High Value
13856.0,99,40,753.53,0,Medium Value
13857.0,29,128,1001.01,0,High Value
13859.0,165,8,314.7,1,Medium Value
13861.0,65,21,273.26,0,Low Value
13862.0,25,21,346.73,0,Medium Value
13863.0,101,50,933.77,0,Medium Value
13864.0,22,1,662.4000000000001,0,Medium Value
13869.0,17,534,4913.22,0,High Value
13870.0,23,126,2941.14,0,High Value
13871.0,64,66,1482.6,0,High Value
13872.0,163,57,919.57,1,Medium Value
13873.0,19,37,649.32,0,Medium Value
13874.0,140,51,1508.7,0,High Value
13875.0,23,166,3027.58,0,High Value
13877.0,106,20,332.44,0,Medium Value
13878.0,183,67,1145.33,1,High Value
13879.0,281,25,395.5,1,Medium Value
13880.0,3,64,1171.89,0,High Value
13881.0,11,279,28019.58,0,High Value
13883.0,39,174,3885.54,0,High Value
13884.0,12,123,1037.43,0,High Value
13888.0,40,132,1405.92,0,High Value
13889.0,18,68,1574.3300000000002,0,High Value
13890.0,10,63,1043.57,0,High Value
13891.0,14,99,859.21,0,Medium Value
13892.0,113,9,634.68,0,Medium Value
13895.0,151,68,1415.45,1,High Value
13896.0,261,21,388.55,1,Medium Value
13897.0,74,42,849.56,0,Medium Value
13898.0,47,34,530.47,0,Medium Value
13900.0,25,52,869.64,0,Medium Value
13901.0,10,161,2809.14,0,High Value
13902.0,268,63,34095.26,1,High Value
13903.0,36,10,165.45000000000002,0,Low Value
13905.0,368,12,312.65,1,Medium Value
13906.0,45,1,42.0,0,Low Value
13907.0,327,4,136.8,1,Low Value
13909.0,59,38,282.85,0,Low Value
13911.0,15,90,1654.08,0,High Value
13912.0,59,7,124.95,0,Low Value
13913.0,142,3,42.22,1,Low Value
13915.0,30,2,70.80000000000001,0,Low Value
13916.0,99,74,1275.81,0,High Value
13919.0,60,49,975.87,0,Medium Value
13920.0,67,86,1774.68,0,High Value
13921.0,38,44,730.7,0,Medium Value
13922.0,73,23,692.95,0,Medium Value
13927.0,73,20,359.27,0,Medium Value
13929.0,52,48,2651.45,0,High Value
13931.0,28,213,4019.85,0,High Value
13935.0,232,80,6116.92,1,High Value
13936.0,18,33,563.08,0,Medium Value
13937.0,38,45,721.28,0,Medium Value
13939.0,67,65,992.41,0,Medium Value
13941.0,8,60,6009.34,0,High Value
13942.0,170,1,320.0,1,Medium Value
13943.0,213,15,246.54,1,Low Value
13944.0,289,35,200.43,1,Low Value
13945.0,30,51,854.15,0,Medium Value
13946.0,12,45,1314.66,0,High Value
13948.0,47,21,446.76,0,Medium Value
13952.0,16,272,9572.45,0,High Value
13953.0,45,5,3125.0,0,Medium Value
13955.0,11,52,221.10999999999999,0,Low Value
13957.0,53,27,458.25,0,Medium Value
13958.0,15,227,4709.2300000000005,0,High Value
13959.0,35,67,470.73,0,Medium Value
13961.0,28,19,538.4,0,Medium Value
13962.0,71,12,193.25,0,Low Value
13963.0,3,137,2347.33,0,High Value
13964.0,23,24,438.9,0,Medium Value
13965.0,112,24,996.61,0,Medium Value
13966.0,71,21,384.26,0,Medium Value
13967.0,32,4,85.6,0,Low Value
13968.0,59,8,123.66,0,Low Value
13969.0,1,470,4266.88,0,High Value
13970.0,22,13,846.55,0,Medium Value
13971.0,59,106,1909.31,0,High Value
13974.0,218,15,264.13,1,Low Value
13975.0,29,408,2795.16,0,High Value
13976.0,142,46,834.38,0,Medium Value
13977.0,47,13,519.8100000000001,0,Medium Value
13979.0,29,339,2510.06,0,High Value
13980.0,75,52,568.68,0,Medium Value
13981.0,51,22,331.14,0,Medium Value
13982.0,1,137,2511.08,0,High Value
13983.0,2,233,4479.82,0,High Value
13984.0,2,77,1128.09,0,High Value
13985.0,10,131,2960.73,0,High Value
13987.0,15,46,682.54,0,Medium Value
13988.0,19,61,609.84,0,Medium Value
13989.0,100,45,759.98,0,Medium Value
13992.0,16,6,142.7,0,Low Value
13993.0,15,140,3309.35,0,High Value
13995.0,15,144,2508.32,0,High Value
13996.0,22,33,895.76,0,Medium Value
13997.0,155,44,376.46,1,Medium Value
13998.0,82,31,566.7,0,Medium Value
13999.0,10,258,5600.45,0,High Value
14000.0,50,34,1410.68,0,High Value
14001.0,9,73,2487.01,0,High Value
14003.0,368,16,209.41,1,Low Value
14004.0,29,70,1675.81,0,High Value
14006.0,164,47,1234.48,1,High Value
14007.0,148,5,79.48,1,Low Value
14008.0,68,32,509.04,0,Medium Value
14009.0,98,32,404.3,0,Medium Value
14010.0,201,24,445.15,1,Medium Value
14011.0,116,32,457.82,0,Medium Value
14013.0,16,34,611.5500000000001,0,Medium Value
14014.0,12,37,1443.03,0,High Value
14016.0,32,287,7062.2,0,High Value
14017.0,207,14,229.75,1,Low Value
14018.0,281,13,367.15000000000003,1,Medium Value
14020.0,112,33,606.21,0,Medium Value
14021.0,10,68,1084.68,0,High Value
14022.0,122,19,352.15000000000003,0,Medium Value
14024.0,26,18,318.04,0,Medium Value
14025.0,100,99,4057.9,0,High Value
14026.0,106,50,713.11,0,Medium Value
14028.0,186,9,10396.5,1,High Value
14030.0,2,609,5839.46,0,High Value
14031.0,1,528,23632.72,0,High Value
14032.0,2,101,1874.68,0,High Value
14033.0,191,1,109.44,1,Low Value
14035.0,42,79,1366.73,0,High Value
14037.0,114,86,689.75,0,Medium Value
14038.0,33,69,1509.5,0,High Value
14039.0,211,4,115.08000000000001,1,Low Value
14040.0,22,552,8963.49,0,High Value
14042.0,361,21,431.98,1,Medium Value
14043.0,127,41,302.6,0,Medium Value
14044.0,54,620,2431.28,0,High Value
14045.0,9,32,9653.279999999999,0,High Value
14047.0,8,132,2946.42,0,High Value
14048.0,18,56,338.76,0,Medium Value
14049.0,23,583,7444.68,0,High Value
14051.0,2,122,6784.01,0,High Value
14052.0,26,65,241.3,0,Low Value
14053.0,33,5,312.05,0,Medium Value
14055.0,213,23,795.3199999999999,1,Medium Value
14057.0,17,164,2135.0,0,High Value
14058.0,98,24,469.19,0,Medium Value
14060.0,2,68,3378.66,0,High Value
14061.0,143,19,917.4300000000001,1,Medium Value
14062.0,10,229,15120.800000000001,0,High Value
14063.0,74,40,22710.2,0,High Value
14064.0,66,159,1925.9,0,High Value
14065.0,25,49,891.02,0,Medium Value
14068.0,239,84,1250.8700000000001,1,High Value
14069.0,150,41,225.81,1,Low Value
14070.0,320,41,321.6,1,Medium Value
14072.0,302,19,390.85,1,Medium Value
14074.0,259,6,219.39999999999998,1,Low Value
14075.0,39,38,792.61,0,Medium Value
14077.0,31,14,115.66,0,Low Value
14078.0,9,96,640.34,0,Medium Value
14079.0,318,1,243.63,1,Low Value
14080.0,49,79,1070.08,0,High Value
14081.0,5,763,4369.47,0,High Value
14082.0,28,36,231.10999999999999,0,Low Value
14083.0,7,70,373.3,0,Medium Value
14084.0,148,7,150.5,1,Low Value
14085.0,4,609,5607.43,0,High Value
14086.0,98,1,39.95,0,Low Value
14087.0,40,145,638.0,0,Medium Value
14088.0,42,93,13544.99,0,High Value
14091.0,290,13,9530.08,1,High Value
14092.0,10,159,3152.54,0,High Value
14094.0,75,43,311.77,0,Medium Value
14095.0,358,1,2.95,1,Low Value
14097.0,117,40,422.85999999999996,0,Medium Value
14099.0,11,271,2646.7400000000002,0,High Value
14101.0,24,55,3985.14,0,High Value
14104.0,25,114,527.3199999999999,0,Medium Value
14105.0,44,205,4722.6,0,High Value
14106.0,373,1,214.79999999999998,1,Low Value
14107.0,84,113,2174.07,0,High Value
14108.0,367,18,447.05,1,Medium Value
14110.0,71,244,7304.8,0,High Value
14112.0,87,166,2919.44,0,High Value
14113.0,11,88,5252.1900000000005,0,High Value
14114.0,31,59,977.5600000000001,0,Medium Value
14115.0,137,22,622.6700000000001,0,Medium Value
14118.0,64,15,458.45,0,Medium Value
14119.0,11,11,183.37,0,Low Value
14122.0,42,13,362.42,0,Medium Value
14123.0,369,24,436.18,1,Medium Value
14126.0,80,28,466.33000000000004,0,Medium Value
14127.0,16,73,1190.3700000000001,0,High Value
14128.0,187,19,286.71,1,Low Value
14129.0,35,57,1467.48,0,High Value
14130.0,11,154,1377.86,0,High Value
14131.0,284,46,168.22,1,Low Value
14133.0,369,8,305.5,1,Medium Value
14134.0,18,180,11123.35,0,High Value
14135.0,3,122,4953.61,0,High Value
14136.0,36,106,1570.81,0,High Value
14137.0,331,11,332.7,1,Medium Value
14139.0,126,43,670.98,0,Medium Value
14142.0,9,44,671.34,0,Medium Value
14144.0,122,1,30.599999999999998,0,Low Value
14145.0,95,14,3857.85,0,High Value
14146.0,19,246,5259.3,0,High Value
14147.0,24,25,2106.8,0,High Value
14148.0,50,14,309.09000000000003,0,Medium Value
14151.0,309,44,679.45,1,Medium Value
14152.0,23,84,1376.05,0,High Value
14153.0,119,17,233.4,0,Low Value
14154.0,17,240,5115.08,0,High Value
14156.0,7,2646,196549.74,2,High Value
14157.0,25,39,553.8000000000001,0,Medium Value
14159.0,15,661,3230.45,0,High Value
14160.0,246,107,8421.47,1,High Value
14161.0,5,199,2182.46,0,High Value
14163.0,98,6,148.71,0,Low Value
14166.0,141,51,251.15,0,Low Value
14167.0,100,65,711.7,0,Medium Value
14168.0,56,15,370.45,0,Medium Value
14169.0,66,64,621.51,0,Medium Value
14170.0,11,145,570.18,0,Medium Value
14171.0,366,6,135.0,1,Low Value
14172.0,241,44,369.02,1,Medium Value
14173.0,277,4,135.16,1,Low Value
14175.0,54,182,4456.58,0,High Value
14176.0,3,15,339.11,0,Medium Value
14177.0,17,164,1660.23,0,High Value
14180.0,8,61,1570.73,0,High Value
14181.0,46,52,308.35,0,Medium Value
14182.0,79,50,678.77,0,Medium Value
14183.0,47,34,278.34000000000003,0,Low Value
14186.0,63,104,1550.63,0,High Value
14187.0,109,8,123.5,0,Low Value
14189.0,4,51,1160.31,0,High Value
14190.0,302,1,79.9,1,Low Value
14191.0,30,6,132.9,0,Low Value
14192.0,24,14,293.74,0,Low Value
14193.0,32,22,356.8,0,Medium Value
14194.0,28,373,7321.07,0,High Value
14195.0,75,9,1603.6,0,High Value
14197.0,46,20,390.05,0,Medium Value
14198.0,36,52,868.33,0,Medium Value
14199.0,59,16,906.3,0,Medium Value
14200.0,253,21,379.2,1,Medium Value
14201.0,45,18,446.1,0,Medium Value
14202.0,17,29,847.76,0,Medium Value
14203.0,33,16,339.34,0,Medium Value
14204.0,58,181,874.22,0,Medium Value
14205.0,30,99,1947.5,0,High Value
14206.0,24,51,856.85,0,Medium Value
14207.0,323,2,157.8,1,Low Value
14208.0,187,25,415.31,1,Medium Value
14209.0,21,144,2919.84,0,High Value
14210.0,7,227,3955.6800000000003,0,High Value
14211.0,47,128,2161.19,0,High Value
14212.0,81,12,1119.6599999999999,0,High Value
14213.0,40,5,1192.2,0,Medium Value
14215.0,4,84,1626.61,0,High Value
14216.0,50,18,310.74,0,Medium Value
14217.0,2,81,1411.91,0,High Value
14219.0,45,36,543.89,0,Medium Value
14220.0,203,17,882.5999999999999,1,Medium Value
14221.0,85,154,3084.69,0,High Value
14224.0,26,116,831.98,0,Medium Value
14225.0,70,86,2031.07,0,High Value
14226.0,77,31,770.34,0,Medium Value
14227.0,50,202,3017.75,0,High Value
14228.0,73,38,745.5,0,Medium Value
14229.0,39,32,1046.84,0,High Value
14230.0,71,33,979.8000000000001,0,Medium Value
14231.0,86,19,309.91,0,Medium Value
14233.0,101,38,1441.55,0,High Value
14235.0,134,69,1573.1299999999999,0,High Value
14236.0,8,35,1253.78,0,High Value
14237.0,9,26,471.14,0,Medium Value
14238.0,298,5,287.38,1,Low Value
14239.0,67,98,1882.3200000000002,0,High Value
14240.0,59,19,357.15,0,Medium Value
14241.0,332,2,120.0,1,Low Value
14243.0,1,230,4842.28,0,High Value
14244.0,296,16,366.41999999999996,1,Medium Value
